1,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
1,2,122.15,332.22,133.23999999999998,59.26999999999998,1,1,1.0
1,3,730.76,266.84,73.44000000000005,37.23000000000002,1,1,1.0
2,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
2,2,99.62,335.16,133.24,59.26999999999998,1,1,1.0
2,3,719.0,270.76,73.45000000000005,37.22000000000003,1,1,1.0
3,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
3,2,78.07,338.1,133.24,59.25999999999999,1,1,1.0
3,3,708.23,270.76,73.43999999999994,37.22000000000003,1,1,1.0
4,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
4,2,48.7,343.97,138.12,59.26999999999998,1,1,1.0
4,3,693.54,272.72,73.44000000000005,37.21999999999997,1,1,1.0
5,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
5,2,26.2,348.87,143.0,59.26999999999998,1,1,1.0
5,3,678.84,275.66,73.43999999999994,37.21999999999997,1,1,1.0
6,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
6,2,1.71,353.77,143.0,59.27000000000004,1,1,1.0
6,3,667.09,276.64,73.43999999999994,37.22000000000003,1,1,1.0
7,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
7,2,0.0,357.69,124.14,59.26999999999998,1,1,1.0
7,3,652.39,279.58,73.44000000000005,37.22000000000003,1,1,1.0
8,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
8,2,0.0,358.67,100.63,59.26999999999998,1,1,1.0
8,3,637.7,280.56,73.43999999999994,37.21999999999997,1,1,1.0
9,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
9,2,0.0,361.61,78.1,59.25999999999999,1,1,1.0
9,3,624.97,282.51,73.43999999999994,37.23000000000002,1,1,1.0
10,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
10,2,0.0,365.52,53.61,59.27000000000004,1,1,1.0
10,3,609.29,286.43,78.31000000000006,37.23000000000002,1,1,1.0
11,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
11,2,0.0,368.46,27.16,59.27000000000004,1,1,1.0
11,3,593.62,288.39,78.30999999999995,37.22000000000003,1,1,1.0
12,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
12,3,580.89,291.33,78.30000000000007,37.22000000000003,1,1,1.0
13,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
13,3,566.19,292.31,78.30999999999995,37.21999999999997,1,1,1.0
14,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
14,3,548.56,295.25,78.31000000000006,37.22000000000003,1,1,1.0
15,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
15,3,532.89,297.21,78.30000000000007,37.22000000000003,1,1,1.0
16,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
16,3,519.17,303.08,78.31000000000006,37.23000000000002,1,1,1.0
17,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
17,3,498.6,306.02,89.10000000000002,37.23000000000002,1,1,1.0
18,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
18,3,474.12,306.02,93.98000000000002,37.23000000000002,1,1,1.0
19,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
19,3,458.44,308.96,93.98999999999995,37.22000000000003,1,1,1.0
20,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
20,3,443.75,309.0,93.98000000000002,41.10000000000002,1,1,1.0
21,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
21,3,426.12,312.92,93.98000000000002,41.099999999999966,1,1,1.0
22,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
22,3,405.55,314.9,99.84999999999997,47.94,1,1,1.0
23,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
23,3,388.89,317.84,99.86000000000001,47.94,1,1,1.0
24,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
24,3,372.24,321.76,99.86000000000001,47.94,1,1,1.0
25,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
25,3,354.61,321.76,99.84999999999997,47.94,1,1,1.0
26,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
26,3,335.02,325.67,99.85000000000002,47.94,1,1,1.0
27,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
27,3,311.51,332.5,110.59000000000003,52.870000000000005,1,1,1.0
28,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
28,3,288.98,334.46,110.58999999999997,52.870000000000005,1,1,1.0
29,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
29,3,271.35,338.38,110.58999999999997,52.870000000000005,1,1,1.0
30,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
30,3,245.88,343.28,118.42000000000002,52.860000000000014,1,1,1.0
31,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
31,3,225.31,345.23,119.38999999999999,52.870000000000005,1,1,1.0
32,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
32,3,206.7,345.23,119.38999999999999,52.870000000000005,1,1,1.0
33,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
33,3,185.15,353.07,119.39000000000001,52.870000000000005,1,1,1.0
34,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
34,3,153.8,358.0,130.12,54.80000000000001,1,1,1.0
35,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
35,3,131.27,359.96,130.11999999999998,54.80000000000001,1,1,1.0
36,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
36,3,104.83,364.86,137.97000000000003,59.74000000000001,1,1,1.0
37,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
37,3,80.34,370.73,145.76,59.75,1,1,1.0
38,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
38,3,49.97,376.61,145.76,59.74000000000001,1,1,1.0
39,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
39,3,25.48,374.7,145.76000000000002,67.53000000000003,1,1,1.0
40,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
40,3,1.97,382.54,145.77,67.52999999999997,1,1,1.0
41,1,209.22,252.46,93.00000000000003,39.52000000000001,1,1,1.0
